"DistinguishedName","DNSHostName","Enabled","Name","ObjectClass","ObjectGUID","SamAccountName","SID","UserPrincipalName"
"CN=jspnwomun0001,OU=AP,OU=Servers,OU=NBI12,DC=global,DC=schindler,DC=com","jspnwomun0001.global.schindler.com","True","jspnwomun0001","computer","c8d7eb1e-e97d-4134-910a-5737c29cbc9a","jspnwomun0001$","S-1-5-21-3663903349-3750885259-1011159491-254272",
"CN=SCNWSR0213,OU=AP,OU=Servers,OU=NBI12,DC=global,DC=schindler,DC=com","SCNWSR0213.global.schindler.com","True","SCNWSR0213","computer","f7efe61e-ccb5-4770-9bd4-d99a9c02a635","SCNWSR0213$","S-1-5-21-3663903349-3750885259-1011159491-213100",
"CN=UAEWSR1002,OU=AP,OU=Servers,OU=NBI12,DC=global,DC=schindler,DC=com","UAEWSR1002.global.schindler.com","True","UAEWSR1002","computer","48f92e4f-fdb7-48b6-97e4-b59621e979d9","UAEWSR1002$","S-1-5-21-3663903349-3750885259-1011159491-426203",
"CN=INDWSR0072,OU=AP,OU=Servers,OU=NBI12,DC=global,DC=schindler,DC=com","INDWSR0072.global.schindler.com","True","INDWSR0072","computer","c2f9c9b7-eb5c-41da-be23-97f9063d0172","INDWSR0072$","S-1-5-21-3663903349-3750885259-1011159491-333693",
"CN=SLSWSR0004,OU=AP,OU=Servers,OU=NBI12,DC=global,DC=schindler,DC=com","SLSWSR0004.global.schindler.com","True","SLSWSR0004","computer","2eb83a44-1121-43c4-9e1f-0c9598de909c","SLSWSR0004$","S-1-5-21-3663903349-3750885259-1011159491-167030",
"CN=skonwoseo0001,OU=AP,OU=Servers,OU=NBI12,DC=global,DC=schindler,DC=com","skonwoseo0001.global.schindler.com","True","skonwoseo0001","computer","a05d3327-20c2-43fa-8f9a-c914862b21fe","skonwoseo0001$","S-1-5-21-3663903349-3750885259-1011159491-267316",
"CN=INDWSR0104,OU=AP,OU=Servers,OU=NBI12,DC=global,DC=schindler,DC=com","INDWSR0104.global.schindler.com","True","INDWSR0104","computer","46797977-80cd-45a9-bd3b-6adbb491631b","INDWSR0104$","S-1-5-21-3663903349-3750885259-1011159491-417919",
"CN=SCNWSR0004,OU=AP,OU=Servers,OU=NBI12,DC=global,DC=schindler,DC=com","SCNWSR0004.global.schindler.com","True","SCNWSR0004","computer","03464d93-39ca-4bf0-9ad3-d586a8d1464e","SCNWSR0004$","S-1-5-21-3663903349-3750885259-1011159491-139863",
"CN=JKTWSR1003,OU=AP,OU=Servers,OU=NBI12,DC=global,DC=schindler,DC=com","JKTWSR1003.global.schindler.com","True","JKTWSR1003","computer","10d1eb29-63d6-4b7d-b57d-55b67fc2549c","JKTWSR1003$","S-1-5-21-3663903349-3750885259-1011159491-75877",
"CN=INDWSR0055,OU=AP,OU=Servers,OU=NBI12,DC=global,DC=schindler,DC=com","INDWSR0055.global.schindler.com","True","INDWSR0055","computer","5244aab9-dace-48d1-82c9-04f8ae75431b","INDWSR0055$","S-1-5-21-3663903349-3750885259-1011159491-322614",
"CN=csenwosha0001,OU=AP,OU=Servers,OU=NBI12,DC=global,DC=schindler,DC=com","csenwosha0001.global.schindler.com","True","csenwosha0001","computer","42083d27-31be-443f-b79a-d7df41f9d8d1","csenwosha0001$","S-1-5-21-3663903349-3750885259-1011159491-130043",
"CN=SCNWSR0022,OU=AP,OU=Servers,OU=NBI12,DC=global,DC=schindler,DC=com","SCNWSR0022.global.schindler.com","True","SCNWSR0022","computer","5f9c17b7-0fb8-4389-a44f-0f8fc81a109f","SCNWSR0022$","S-1-5-21-3663903349-3750885259-1011159491-173325",
"CN=SCNWSR0421,OU=AP,OU=Servers,OU=NBI12,DC=global,DC=schindler,DC=com","SCNWSR0421.global.schindler.com","True","SCNWSR0421","computer","8dcef11d-efc3-42f5-aaf1-d0d18038ebe5","SCNWSR0421$","S-1-5-21-3663903349-3750885259-1011159491-260027",
"CN=VNMWSR0129,OU=AP,OU=Servers,OU=NBI12,DC=global,DC=schindler,DC=com","VNMWSR0129.global.schindler.com","True","VNMWSR0129","computer","8a206af6-9c01-4345-8fbd-cb90634686b3","VNMWSR0129$","S-1-5-21-3663903349-3750885259-1011159491-295690",
"CN=SCNWSR0078,OU=AP,OU=Servers,OU=NBI12,DC=global,DC=schindler,DC=com","SCNWSR0078.global.schindler.com","True","SCNWSR0078","computer","66f4107c-b6de-49de-add3-61da39ef2f45","SCNWSR0078$","S-1-5-21-3663903349-3750885259-1011159491-387488",
"CN=SCNWSR0207,OU=AP,OU=Servers,OU=NBI12,DC=global,DC=schindler,DC=com","SCNWSR0207.global.schindler.com","True","SCNWSR0207","computer","4581be33-9bd0-4b02-833f-8bf1eb365c4e","SCNWSR0207$","S-1-5-21-3663903349-3750885259-1011159491-261906",
"CN=UAEWSR0010,OU=AP,OU=Servers,OU=NBI12,DC=global,DC=schindler,DC=com","UAEWSR0010.global.schindler.com","True","UAEWSR0010","computer","8fc9b367-db3b-4101-8934-ac5c35201027","UAEWSR0010$","S-1-5-21-3663903349-3750885259-1011159491-424726",
"CN=SCNWSR0053,OU=AP,OU=Servers,OU=NBI12,DC=global,DC=schindler,DC=com","SCNWSR0053.global.schindler.com","True","SCNWSR0053","computer","b13d3809-db4a-4f42-885e-d1f6becde80c","SCNWSR0053$","S-1-5-21-3663903349-3750885259-1011159491-255615",
"CN=SCNWSR0141,OU=AP,OU=Servers,OU=NBI12,DC=global,DC=schindler,DC=com","SCNWSR0141.global.schindler.com","True","SCNWSR0141","computer","a61942c7-38e6-4b57-8125-61f781686376","SCNWSR0141$","S-1-5-21-3663903349-3750885259-1011159491-387491",
"CN=SCNWSR0065,OU=AP,OU=Servers,OU=NBI12,DC=global,DC=schindler,DC=com","SCNWSR0065.global.schindler.com","True","SCNWSR0065","computer","b6cdbff5-50d9-4b8e-8308-9b670c5ff21c","SCNWSR0065$","S-1-5-21-3663903349-3750885259-1011159491-258050",
"CN=slsnwosin0001,OU=AP,OU=Servers,OU=NBI12,DC=global,DC=schindler,DC=com","slsnwosin0001.global.schindler.com","True","slsnwosin0001","computer","d7167e33-aa81-459e-84fc-e7e9afd415ab","slsnwosin0001$","S-1-5-21-3663903349-3750885259-1011159491-74882",
"CN=asmnwokua0001,OU=AP,OU=Servers,OU=NBI12,DC=global,DC=schindler,DC=com","asmnwokua0001.global.schindler.com","True","asmnwokua0001","computer","76fa173f-3d5c-4d06-961c-9b9157c14317","asmnwokua0001$","S-1-5-21-3663903349-3750885259-1011159491-262185",
"CN=MYNDNA0101,OU=AP,OU=Servers,OU=NBI12,DC=global,DC=schindler,DC=com","myndna0101.global.schindler.com","True","MYNDNA0101","computer","fbc5b83b-3ad6-496a-afab-64907528cf6a","MYNDNA0101$","S-1-5-21-3663903349-3750885259-1011159491-308875",
"CN=NZCWSR0005,OU=AP,OU=Servers,OU=NBI12,DC=global,DC=schindler,DC=com","NZCWSR0005.global.schindler.com","True","NZCWSR0005","computer","85f68030-a4da-4f7d-a51f-1146ffbae351","NZCWSR0005$","S-1-5-21-3663903349-3750885259-1011159491-252623",
"CN=JSGNWGHKG0001,OU=AP,OU=Servers,OU=NBI12,DC=global,DC=schindler,DC=com",,"True","JSGNWGHKG0001","computer","5aac8c28-b5d0-4073-ab80-75ec760bf00e","JSGNWGHKG0001$","S-1-5-21-3663903349-3750885259-1011159491-101403",
"CN=JSGNWGHKG0002,OU=AP,OU=Servers,OU=NBI12,DC=global,DC=schindler,DC=com",,"True","JSGNWGHKG0002","computer","e7f996f5-3364-4cf9-9a92-0b196f266c61","JSGNWGHKG0002$","S-1-5-21-3663903349-3750885259-1011159491-101404",
"CN=SCNWSR0070,OU=AP,OU=Servers,OU=NBI12,DC=global,DC=schindler,DC=com","SCNWSR0070.global.schindler.com","True","SCNWSR0070","computer","f8778208-78b1-41f8-96c8-278b16085a8f","SCNWSR0070$","S-1-5-21-3663903349-3750885259-1011159491-389027",
"CN=NZCWSR0011,OU=AP,OU=Servers,OU=NBI12,DC=global,DC=schindler,DC=com","NZCWSR0011.global.schindler.com","True","NZCWSR0011","computer","778934c6-a54d-4c5b-a8f2-4e98e961b319","NZCWSR0011$","S-1-5-21-3663903349-3750885259-1011159491-441180",
"CN=indnwopch0001,OU=AP,OU=Servers,OU=NBI12,DC=global,DC=schindler,DC=com","indnwopch0001.global.schindler.com","True","indnwopch0001","computer","5ac4284d-a99d-44b1-b866-0483c7f6b20f","indnwopch0001$","S-1-5-21-3663903349-3750885259-1011159491-154698",
"CN=MYNWSR0001,OU=AP,OU=Servers,OU=NBI12,DC=global,DC=schindler,DC=com","MYNWSR0001.global.schindler.com","True","MYNWSR0001","computer","7ac9cdf5-62a4-4410-97a6-68f6cc56b5a2","MYNWSR0001$","S-1-5-21-3663903349-3750885259-1011159491-441113",
"CN=SKOWSR0016,OU=AP,OU=Servers,OU=NBI12,DC=global,DC=schindler,DC=com","SKOWSR0016.global.schindler.com","True","SKOWSR0016","computer","d7044c3d-b21b-44f2-a73c-a70b49ec5834","SKOWSR0016$","S-1-5-21-3663903349-3750885259-1011159491-441181",
"CN=JPNDNA0101,OU=AP,OU=Servers,OU=NBI12,DC=global,DC=schindler,DC=com",,"True","JPNDNA0101","computer","71748c60-8322-4e6f-b135-11a4e9d718de","JPNDNA0101$","S-1-5-21-3663903349-3750885259-1011159491-167694",
"CN=SCNWSR0030,OU=AP,OU=Servers,OU=NBI12,DC=global,DC=schindler,DC=com","SCNWSR0030.global.schindler.com","True","SCNWSR0030","computer","06bdd284-2ecc-4cea-a3a5-8209c1d752a5","SCNWSR0030$","S-1-5-21-3663903349-3750885259-1011159491-119430",
"CN=INDWSR0042,OU=AP,OU=Servers,OU=NBI12,DC=global,DC=schindler,DC=com","INDWSR0042.global.schindler.com","True","INDWSR0042","computer","14f7ba61-b7ff-4c13-878c-e24bd432edb8","INDWSR0042$","S-1-5-21-3663903349-3750885259-1011159491-154718",
"CN=UAENWGDUB0001,OU=AP,OU=Servers,OU=NBI12,DC=global,DC=schindler,DC=com",,"True","UAENWGDUB0001","computer","ce8da233-d784-4f4d-adfe-8531e414e5e6","UAENWGDUB0001$","S-1-5-21-3663903349-3750885259-1011159491-219581",
"CN=INDWSR0041,OU=AP,OU=Servers,OU=NBI12,DC=global,DC=schindler,DC=com","INDWSR0041.global.schindler.com","True","INDWSR0041","computer","fa26c971-cdba-42af-a96b-8bc455621664","INDWSR0041$","S-1-5-21-3663903349-3750885259-1011159491-154717",
"CN=SCNWSR0035,OU=AP,OU=Servers,OU=NBI12,DC=global,DC=schindler,DC=com","SCNWSR0035.global.schindler.com","True","SCNWSR0035","computer","5a672382-97f0-42ef-bfa7-ba9680eb2735","SCNWSR0035$","S-1-5-21-3663903349-3750885259-1011159491-255714",
"CN=INDWSR0028,OU=AP,OU=Servers,OU=NBI12,DC=global,DC=schindler,DC=com","INDWSR0028.global.schindler.com","True","INDWSR0028","computer","b08be932-d3d1-4fe5-8e02-4fb700522483","INDWSR0028$","S-1-5-21-3663903349-3750885259-1011159491-177685",
"CN=SCNWSR0039,OU=AP,OU=Servers,OU=NBI12,DC=global,DC=schindler,DC=com","SCNWSR0039.global.schindler.com","True","SCNWSR0039","computer","c54e8ee6-e4bd-4f80-8476-41bc0769b278","SCNWSR0039$","S-1-5-21-3663903349-3750885259-1011159491-427177",
"CN=VNMWSR0001,OU=AP,OU=Servers,OU=NBI12,DC=global,DC=schindler,DC=com","VNMWSR0001.global.schindler.com","True","VNMWSR0001","computer","cdb774db-1a33-4453-aa83-473bf3d7676c","VNMWSR0001$","S-1-5-21-3663903349-3750885259-1011159491-441115",
"CN=INDWSR0027,OU=AP,OU=Servers,OU=NBI12,DC=global,DC=schindler,DC=com","INDWSR0027.global.schindler.com","True","INDWSR0027","computer","1cf758f7-ca0f-4816-9c4b-8c8a12c58791","INDWSR0027$","S-1-5-21-3663903349-3750885259-1011159491-179705",
"CN=INDWSR0081,OU=AP,OU=Servers,OU=NBI12,DC=global,DC=schindler,DC=com","INDWSR0081.global.schindler.com","True","INDWSR0081","computer","bea49d48-b1f2-4554-81b9-7da2156dc383","INDWSR0081$","S-1-5-21-3663903349-3750885259-1011159491-413626",
"CN=JEDWSR0004,OU=AP,OU=Servers,OU=NBI12,DC=global,DC=schindler,DC=com","JEDWSR0004.global.schindler.com","True","JEDWSR0004","computer","4fba8a3e-e3b7-4eda-ba9b-71de9f6abd44","JEDWSR0004$","S-1-5-21-3663903349-3750885259-1011159491-114421",
"CN=SLSWSR0005,OU=AP,OU=Servers,OU=NBI12,DC=global,DC=schindler,DC=com","SLSWSR0005.global.schindler.com","True","SLSWSR0005","computer","f91445e8-fb73-4453-8714-386e7ef54cb2","SLSWSR0005$","S-1-5-21-3663903349-3750885259-1011159491-441117",
"CN=JSTNWGBAN0001,OU=AP,OU=Servers,OU=NBI12,DC=global,DC=schindler,DC=com",,"True","JSTNWGBAN0001","computer","9eaca23e-ef21-44e7-9928-c2c13d3b1de4","JSTNWGBAN0001$","S-1-5-21-3663903349-3750885259-1011159491-209751",
"CN=SCNWSR0066,OU=AP,OU=Servers,OU=NBI12,DC=global,DC=schindler,DC=com","SCNWSR0066.global.schindler.com","True","SCNWSR0066","computer","96ddf35f-83b5-4d1c-93f7-e1b4c84e6269","SCNWSR0066$","S-1-5-21-3663903349-3750885259-1011159491-260011",
"CN=SKOWSR0010,OU=AP,OU=Servers,OU=NBI12,DC=global,DC=schindler,DC=com","SKOWSR0010.global.schindler.com","True","SKOWSR0010","computer","46a56e50-7a2b-4180-865b-f080ecd57aef","SKOWSR0010$","S-1-5-21-3663903349-3750885259-1011159491-267341",
"CN=SCNWSR0206,OU=AP,OU=Servers,OU=NBI12,DC=global,DC=schindler,DC=com","SCNWSR0206.global.schindler.com","True","SCNWSR0206","computer","2c5842f6-5991-4142-957b-506469dab91b","SCNWSR0206$","S-1-5-21-3663903349-3750885259-1011159491-261925",
"CN=VNMWSR0003,OU=AP,OU=Servers,OU=NBI12,DC=global,DC=schindler,DC=com","VNMWSR0003.global.schindler.com","True","VNMWSR0003","computer","746f5152-1608-425d-8e4c-bdb584ec4a0a","VNMWSR0003$","S-1-5-21-3663903349-3750885259-1011159491-112250",
"CN=nzcnwoauc0001,OU=AP,OU=Servers,OU=NBI12,DC=global,DC=schindler,DC=com","nzcnwoauc0001.global.schindler.com","True","nzcnwoauc0001","computer","607a6170-8bb0-43d4-ae86-3e74321fc904","nzcnwoauc0001$","S-1-5-21-3663903349-3750885259-1011159491-111182",
"CN=SCNWSR0061,OU=AP,OU=Servers,OU=NBI12,DC=global,DC=schindler,DC=com","SCNWSR0061.global.schindler.com","True","SCNWSR0061","computer","eadb6328-d385-43e5-8c52-a35ad3ae76ca","SCNWSR0061$","S-1-5-21-3663903349-3750885259-1011159491-257924",
"CN=SCNWSR0233,OU=AP,OU=Servers,OU=NBI12,DC=global,DC=schindler,DC=com","SCNWSR0233.global.schindler.com","True","SCNWSR0233","computer","a9bfcb90-73d1-41f3-9947-ae1cae7438ce","SCNWSR0233$","S-1-5-21-3663903349-3750885259-1011159491-393120",
"CN=SCNWSR0401,OU=AP,OU=Servers,OU=NBI12,DC=global,DC=schindler,DC=com","SCNWSR0401.global.schindler.com","True","SCNWSR0401","computer","89a3008d-a1c3-410f-bd0e-9d81cd0eea6a","SCNWSR0401$","S-1-5-21-3663903349-3750885259-1011159491-255732",
"CN=SCNWSR0402,OU=AP,OU=Servers,OU=NBI12,DC=global,DC=schindler,DC=com","SCNWSR0402.global.schindler.com","True","SCNWSR0402","computer","065551b2-3011-4418-a1b1-3fc8db90e575","SCNWSR0402$","S-1-5-21-3663903349-3750885259-1011159491-257736",
"CN=JSPWSR0112,OU=AP,OU=Servers,OU=NBI12,DC=global,DC=schindler,DC=com","JSPWSR0112.global.schindler.com","True","JSPWSR0112","computer","c75abc88-91e4-4daa-b3e7-2232b8fb52e3","JSPWSR0112$","S-1-5-21-3663903349-3750885259-1011159491-440992",
"CN=JPNDNA0003,OU=AP,OU=Servers,OU=NBI12,DC=global,DC=schindler,DC=com","jpndna0003.global.schindler.com","True","JPNDNA0003","computer","f85481aa-ad60-44ad-bc4f-01fee668e9f5","JPNDNA0003$","S-1-5-21-3663903349-3750885259-1011159491-54820",
"CN=JPNWSR0012,OU=AP,OU=Servers,OU=NBI12,DC=global,DC=schindler,DC=com","JPNWSR0012.global.schindler.com","True","JPNWSR0012","computer","082d546a-a984-434b-a118-3f9a2f1bd77e","JPNWSR0012$","S-1-5-21-3663903349-3750885259-1011159491-438214",
"CN=JSGWSR0057,OU=AP,OU=Servers,OU=NBI12,DC=global,DC=schindler,DC=com","JSGWSR0057.global.schindler.com","True","JSGWSR0057","computer","4e46e2f9-288f-41b1-8ded-c5087fcdc246","JSGWSR0057$","S-1-5-21-3663903349-3750885259-1011159491-411781",
"CN=vnmnwohcm0002,OU=AP,OU=Servers,OU=NBI12,DC=global,DC=schindler,DC=com","vnmnwohcm0002.global.schindler.com","True","vnmnwohcm0002","computer","7d194576-4f3d-472a-86e4-800c6bb3b844","vnmnwohcm0002$","S-1-5-21-3663903349-3750885259-1011159491-270117",
"CN=AUSWSR0014,OU=AP,OU=Servers,OU=NBI12,DC=global,DC=schindler,DC=com","AUSWSR0014.global.schindler.com","True","AUSWSR0014","computer","73d3c147-d39f-4b3a-968e-619922453e49","AUSWSR0014$","S-1-5-21-3663903349-3750885259-1011159491-391139",
"CN=SCNWSR0216,OU=AP,OU=Servers,OU=NBI12,DC=global,DC=schindler,DC=com","SCNWSR0216.global.schindler.com","True","SCNWSR0216","computer","9dc232ba-da11-4722-adde-a30d24046fb6","SCNWSR0216$","S-1-5-21-3663903349-3750885259-1011159491-257424",
"CN=SCNWSR0084,OU=AP,OU=Servers,OU=NBI12,DC=global,DC=schindler,DC=com","SCNWSR0084.global.schindler.com","True","SCNWSR0084","computer","d9852a45-1346-41d2-b8a8-e7d7f2e72d14","SCNWSR0084$","S-1-5-21-3663903349-3750885259-1011159491-403806",
"CN=JSGWSR0056,OU=AP,OU=Servers,OU=NBI12,DC=global,DC=schindler,DC=com","JSGWSR0056.global.schindler.com","True","JSGWSR0056","computer","5f921a86-93bb-4039-b28e-b4b3f20f3655","JSGWSR0056$","S-1-5-21-3663903349-3750885259-1011159491-410181",
"CN=SCNNWGDIZ0002,OU=AP,OU=Servers,OU=NBI12,DC=global,DC=schindler,DC=com",,"True","SCNNWGDIZ0002","computer","2fa17742-4647-4bd6-b316-b9177325fb7b","SCNNWGDIZ0002$","S-1-5-21-3663903349-3750885259-1011159491-157096",
"CN=SLSWSR0008,OU=AP,OU=Servers,OU=NBI12,DC=global,DC=schindler,DC=com","SLSWSR0008.global.schindler.com","True","SLSWSR0008","computer","f87702aa-164f-4664-941e-c5788a512959","SLSWSR0008$","S-1-5-21-3663903349-3750885259-1011159491-411928",
"CN=INDWSR0091,OU=AP,OU=Servers,OU=NBI12,DC=global,DC=schindler,DC=com","INDWSR0091.global.schindler.com","True","INDWSR0091","computer","ffd02955-4f9a-4256-8cd4-65d980d7cda1","INDWSR0091$","S-1-5-21-3663903349-3750885259-1011159491-421575",
"CN=JSGNWG0001,OU=AP,OU=Servers,OU=NBI12,DC=global,DC=schindler,DC=com",,"True","JSGNWG0001","computer","f21a9fee-1de7-4ccc-99d8-54802f23d754","JSGNWG0001$","S-1-5-21-3663903349-3750885259-1011159491-424010",
"CN=JSPWSR0111,OU=AP,OU=Servers,OU=NBI12,DC=global,DC=schindler,DC=com","JSPWSR0111.global.schindler.com","True","JSPWSR0111","computer","6de79e3c-d766-4125-9c5d-d1ff7dd0e8fd","JSPWSR0111$","S-1-5-21-3663903349-3750885259-1011159491-254265",
"CN=SSEWSR0003,OU=AP,OU=Servers,OU=NBI12,DC=global,DC=schindler,DC=com","SSEWSR0003.global.schindler.com","True","SSEWSR0003","computer","333608d8-1add-4a31-863e-afa8497bf78d","SSEWSR0003$","S-1-5-21-3663903349-3750885259-1011159491-124645",
"CN=SCNWSR0083,OU=AP,OU=Servers,OU=NBI12,DC=global,DC=schindler,DC=com","SCNWSR0083.global.schindler.com","True","SCNWSR0083","computer","fe7e3598-2297-4141-9984-4e14fc41dcbb","SCNWSR0083$","S-1-5-21-3663903349-3750885259-1011159491-403768",
"CN=JSGWSR0055,OU=AP,OU=Servers,OU=NBI12,DC=global,DC=schindler,DC=com","JSGWSR0055.global.schindler.com","True","JSGWSR0055","computer","6e07a5da-d1e4-4fd2-9a7e-b86b462607d9","JSGWSR0055$","S-1-5-21-3663903349-3750885259-1011159491-410179",
"CN=SCNNWGDIZ0001,OU=AP,OU=Servers,OU=NBI12,DC=global,DC=schindler,DC=com",,"True","SCNNWGDIZ0001","computer","9ac43e4a-a757-4bf4-bb54-31c1ae992312","SCNNWGDIZ0001$","S-1-5-21-3663903349-3750885259-1011159491-157095",
"CN=jstnwoban0001,OU=AP,OU=Servers,OU=NBI12,DC=global,DC=schindler,DC=com","jstnwoban0001.global.schindler.com","True","jstnwoban0001","computer","6c63ad77-3831-43ac-95d7-8366d00df4a6","jstnwoban0001$","S-1-5-21-3663903349-3750885259-1011159491-107781",
"CN=VNMNWGHCM0001,OU=AP,OU=Servers,OU=NBI12,DC=global,DC=schindler,DC=com",,"True","VNMNWGHCM0001","computer","b41ec057-ef53-42ab-9218-2acc83f98b6a","VNMNWGHCM0001$","S-1-5-21-3663903349-3750885259-1011159491-257183",
"CN=jsgnwohkg0001,OU=AP,OU=Servers,OU=NBI12,DC=global,DC=schindler,DC=com","jsgnwohkg0001.global.schindler.com","True","jsgnwohkg0001","computer","f19b3086-9977-4efc-84b0-3c45c4d9ec97","jsgnwohkg0001$","S-1-5-21-3663903349-3750885259-1011159491-248825",
"CN=SCNWSR0080,OU=AP,OU=Servers,OU=NBI12,DC=global,DC=schindler,DC=com","SCNWSR0080.global.schindler.com","True","SCNWSR0080","computer","0cf52752-419e-4f22-8de2-c2bbc80ecaee","SCNWSR0080$","S-1-5-21-3663903349-3750885259-1011159491-389327",
"CN=AUSNWGSYD0001,OU=AP,OU=Servers,OU=NBI12,DC=global,DC=schindler,DC=com",,"True","AUSNWGSYD0001","computer","86288f4e-0ffd-450e-8470-5fed0f02a11e","AUSNWGSYD0001$","S-1-5-21-3663903349-3750885259-1011159491-157006",
"CN=JEDNWGJED0001,OU=AP,OU=Servers,OU=NBI12,DC=global,DC=schindler,DC=com",,"True","JEDNWGJED0001","computer","7f09193a-5b55-432c-b5c5-d54dfb82fa79","JEDNWGJED0001$","S-1-5-21-3663903349-3750885259-1011159491-209748",
"CN=JSGNWG0002,OU=AP,OU=Servers,OU=NBI12,DC=global,DC=schindler,DC=com",,"True","JSGNWG0002","computer","0c78a2c8-795e-4fb4-9bf3-229e16856b5c","JSGNWG0002$","S-1-5-21-3663903349-3750885259-1011159491-424011",
"CN=SCNWSR0094,OU=AP,OU=Servers,OU=NBI12,DC=global,DC=schindler,DC=com","SCNWSR0094.global.schindler.com","True","SCNWSR0094","computer","31262338-6069-4293-96ce-649679fe610d","SCNWSR0094$","S-1-5-21-3663903349-3750885259-1011159491-389062",
"CN=jsgnwohkg0002,OU=AP,OU=Servers,OU=NBI12,DC=global,DC=schindler,DC=com","jsgnwohkg0002.global.schindler.com","True","jsgnwohkg0002","computer","2c23658e-7775-43e4-975e-cf10787f782f","jsgnwohkg0002$","S-1-5-21-3663903349-3750885259-1011159491-248826",
"CN=SCNWSR0069,OU=AP,OU=Servers,OU=NBI12,DC=global,DC=schindler,DC=com","SCNWSR0069.global.schindler.com","True","SCNWSR0069","computer","e906f622-be97-41a2-a6e9-1d52eec21b32","SCNWSR0069$","S-1-5-21-3663903349-3750885259-1011159491-388939",
"CN=SCNWSR0095,OU=AP,OU=Servers,OU=NBI12,DC=global,DC=schindler,DC=com","SCNWSR0095.global.schindler.com","True","SCNWSR0095","computer","2a4b8883-372e-4367-a9f7-4c7c81cf5b4d","SCNWSR0095$","S-1-5-21-3663903349-3750885259-1011159491-389065",
"CN=SCNWSR0154,OU=AP,OU=Servers,OU=NBI12,DC=global,DC=schindler,DC=com","SCNWSR0154.global.schindler.com","True","SCNWSR0154","computer","1d05ae39-632e-453c-9c1b-130e111c4641","SCNWSR0154$","S-1-5-21-3663903349-3750885259-1011159491-432893",
"CN=SCNWSR0093,OU=AP,OU=Servers,OU=NBI12,DC=global,DC=schindler,DC=com","SCNWSR0093.global.schindler.com","True","SCNWSR0093","computer","a7d9ad3d-a463-4593-ad25-5167a94c5b7b","SCNWSR0093$","S-1-5-21-3663903349-3750885259-1011159491-388933",
"CN=DOHWSR0001,OU=AP,OU=Servers,OU=NBI12,DC=global,DC=schindler,DC=com","DOHWSR0001.global.schindler.com","True","DOHWSR0001","computer","80b97fa5-8b46-407e-8ecb-4a11c4256cf2","DOHWSR0001$","S-1-5-21-3663903349-3750885259-1011159491-286116",
"CN=INDWSR0049,OU=AP,OU=Servers,OU=NBI12,DC=global,DC=schindler,DC=com","INDWSR0049.global.schindler.com","True","INDWSR0049","computer","41cf9821-131b-4191-91d2-c9b698f0a8a9","INDWSR0049$","S-1-5-21-3663903349-3750885259-1011159491-260673",
"CN=SCNWSR0422,OU=AP,OU=Servers,OU=NBI12,DC=global,DC=schindler,DC=com","SCNWSR0422.global.schindler.com","True","SCNWSR0422","computer","97fd65cf-eb4c-4fca-befd-4418c2196012","SCNWSR0422$","S-1-5-21-3663903349-3750885259-1011159491-388941",
"CN=TSTAUSWSR0015,OU=AP,OU=Servers,OU=NBI12,DC=global,DC=schindler,DC=com","TSTAUSWSR0015.global.schindler.com","True","TSTAUSWSR0015","computer","80ed5f11-93d2-4ff4-aae2-f21ecd54f9f4","TSTAUSWSR0015$","S-1-5-21-3663903349-3750885259-1011159491-391554",
"CN=TSTAUSWSR0014,OU=AP,OU=Servers,OU=NBI12,DC=global,DC=schindler,DC=com","TSTAUSWSR0014.global.schindler.com","True","TSTAUSWSR0014","computer","bad5f266-3c86-42e9-be55-134fe6b67cf1","TSTAUSWSR0014$","S-1-5-21-3663903349-3750885259-1011159491-391567",
"CN=JSTWSR0004,OU=AP,OU=Servers,OU=NBI12,DC=global,DC=schindler,DC=com","JSTWSR0004.global.schindler.com","True","JSTWSR0004","computer","d39cc92f-5d51-4803-b1d8-302b5edb568d","JSTWSR0004$","S-1-5-21-3663903349-3750885259-1011159491-440993",
"CN=LEBWSR0103,OU=AP,OU=Servers,OU=NBI12,DC=global,DC=schindler,DC=com","LEBWSR0103.global.schindler.com","True","LEBWSR0103","computer","61a0b39f-63c3-4f47-9c1c-353a0c89cc57","LEBWSR0103$","S-1-5-21-3663903349-3750885259-1011159491-417201",
